row_type,scope,model_id,model,role,status,data_used,input_context,output,abstention_support,target_tactic,support,support_status,reportable,top1_accuracy,top3_accuracy_secondary,mean_reciprocal_rank,brier_score,normalized_multiclass_brier_score,coverage,abstention_rate,selective_top1_accuracy,macro_top1_accuracy,balanced_accuracy,macro_recall,macro_top1_accuracy_sufficient_support,descriptive_top1_accuracy,descriptive_mean_reciprocal_rank,descriptive_normalized_multiclass_brier_score,low_support_tactics,zero_support_tactics,evaluated_examples,main_limitation
per_tactic,external,first_order_markov,First-order Markov Chain (maximum likelihood),simple sequence baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,P(next tactic | last tactic),yes; unseen last-tactic context,command-and-control,3073,sufficient_support,True,0.998373,,0.998915,0.003227,0.001613,,,,,,,,,,,,,3073,cannot use longer tactic history or external/local shrinkage
per_tactic,external,first_order_markov,First-order Markov Chain (maximum likelihood),simple sequence baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,P(next tactic | last tactic),yes; unseen last-tactic context,credential-access,0,no_heldout_support,False,,,,,,,,,,,,,,,,,,0,descriptive only; below minimum per-tactic support
per_tactic,external,first_order_markov,First-order Markov Chain (maximum likelihood),simple sequence baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,P(next tactic | last tactic),yes; unseen last-tactic context,defense-evasion,3122,sufficient_support,True,0.983024,,0.991416,0.024293,0.012147,,,,,,,,,,,,,3122,cannot use longer tactic history or external/local shrinkage
per_tactic,external,first_order_markov,First-order Markov Chain (maximum likelihood),simple sequence baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,P(next tactic | last tactic),yes; unseen last-tactic context,discovery,288,sufficient_support,True,0.819444,,0.909722,0.368189,0.184094,,,,,,,,,,,,,288,cannot use longer tactic history or external/local shrinkage
per_tactic,external,first_order_markov,First-order Markov Chain (maximum likelihood),simple sequence baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,P(next tactic | last tactic),yes; unseen last-tactic context,execution,3176,sufficient_support,True,0.973552,,0.986618,0.014047,0.007023,,,,,,,,,,,,,3176,cannot use longer tactic history or external/local shrinkage
per_tactic,external,first_order_markov,First-order Markov Chain (maximum likelihood),simple sequence baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,P(next tactic | last tactic),yes; unseen last-tactic context,lateral-movement,0,no_heldout_support,False,,,,,,,,,,,,,,,,,,0,descriptive only; below minimum per-tactic support
per_tactic,external,first_order_markov,First-order Markov Chain (maximum likelihood),simple sequence baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,P(next tactic | last tactic),yes; unseen last-tactic context,persistence,120,sufficient_support,True,0.908333,,0.938889,0.593242,0.296621,,,,,,,,,,,,,120,cannot use longer tactic history or external/local shrinkage
per_tactic,external,first_order_markov,First-order Markov Chain (maximum likelihood),simple sequence baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,P(next tactic | last tactic),yes; unseen last-tactic context,privilege-escalation,9,low_support_descriptive_only,False,,,,,,,,,,,,,0.0,0.238889,0.942726,,,9,descriptive only; below minimum per-tactic support
aggregate,external,current_hard_backoff,Current Hard-backoff Variable-order Markov Model,incumbent baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"tactic suffix up to 3, then technique, then last tactic",current runtime ranking from one selected source,operationally replaced by fixed fallback,,,,,0.982019,0.999694,0.990856,0.019159,0.00958,1.0,0.0,0.982019,0.707762,0.707762,0.707762,0.80487,,,,privilege-escalation,credential-access;lateral-movement,9788,hard source switching and heuristic fallback
per_tactic,external,current_hard_backoff,Current Hard-backoff Variable-order Markov Model,incumbent baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"tactic suffix up to 3, then technique, then last tactic",current runtime ranking from one selected source,operationally replaced by fixed fallback,command-and-control,3073,sufficient_support,True,0.998373,,0.999186,0.003088,0.001544,,,,,,,,,,,,,3073,hard source switching and heuristic fallback
per_tactic,external,current_hard_backoff,Current Hard-backoff Variable-order Markov Model,incumbent baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"tactic suffix up to 3, then technique, then last tactic",current runtime ranking from one selected source,operationally replaced by fixed fallback,credential-access,0,no_heldout_support,False,,,,,,,,,,,,,,,,,,0,descriptive only; below minimum per-tactic support
per_tactic,external,current_hard_backoff,Current Hard-backoff Variable-order Markov Model,incumbent baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"tactic suffix up to 3, then technique, then last tactic",current runtime ranking from one selected source,operationally replaced by fixed fallback,defense-evasion,3122,sufficient_support,True,0.984625,,0.992152,0.017181,0.00859,,,,,,,,,,,,,3122,hard source switching and heuristic fallback
per_tactic,external,current_hard_backoff,Current Hard-backoff Variable-order Markov Model,incumbent baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"tactic suffix up to 3, then technique, then last tactic",current runtime ranking from one selected source,operationally replaced by fixed fallback,discovery,288,sufficient_support,True,1.0,,1.0,0.014917,0.007458,,,,,,,,,,,,,288,hard source switching and heuristic fallback
per_tactic,external,current_hard_backoff,Current Hard-backoff Variable-order Markov Model,incumbent baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"tactic suffix up to 3, then technique, then last tactic",current runtime ranking from one selected source,operationally replaced by fixed fallback,execution,3176,sufficient_support,True,0.999685,,0.999843,0.003069,0.001534,,,,,,,,,,,,,3176,hard source switching and heuristic fallback
per_tactic,external,current_hard_backoff,Current Hard-backoff Variable-order Markov Model,incumbent baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"tactic suffix up to 3, then technique, then last tactic",current runtime ranking from one selected source,operationally replaced by fixed fallback,lateral-movement,0,no_heldout_support,False,,,,,,,,,,,,,,,,,,0,descriptive only; below minimum per-tactic support
per_tactic,external,current_hard_backoff,Current Hard-backoff Variable-order Markov Model,incumbent baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"tactic suffix up to 3, then technique, then last tactic",current runtime ranking from one selected source,operationally replaced by fixed fallback,persistence,120,sufficient_support,True,0.041667,,0.520833,0.862258,0.431129,,,,,,,,,,,,,120,hard source switching and heuristic fallback
per_tactic,external,current_hard_backoff,Current Hard-backoff Variable-order Markov Model,incumbent baseline,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"tactic suffix up to 3, then technique, then last tactic",current runtime ranking from one selected source,operationally replaced by fixed fallback,privilege-escalation,9,low_support_descriptive_only,False,,,,,,,,,,,,,0.222222,0.5,0.382811,,,9,descriptive only; below minimum per-tactic support
aggregate,external,empirical_bayes_vomm,Empirical-Bayes / Dirichlet-smoothed Variable-order Markov Model,proposed model,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"trusted tactic suffix up to 3, technique, then last tactic",posterior predictive next-tactic distribution,yes; no context meeting raw support threshold,,,,,0.982019,0.999796,0.990936,0.019147,0.009573,1.0,0.0,0.982019,0.707762,0.707762,0.707762,0.80487,,,,privilege-escalation,credential-access;lateral-movement,9788,local posterior updating requires clean local calibration data
per_tactic,external,empirical_bayes_vomm,Empirical-Bayes / Dirichlet-smoothed Variable-order Markov Model,proposed model,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"trusted tactic suffix up to 3, technique, then last tactic",posterior predictive next-tactic distribution,yes; no context meeting raw support threshold,command-and-control,3073,sufficient_support,True,0.998373,,0.999186,0.003081,0.00154,,,,,,,,,,,,,3073,local posterior updating requires clean local calibration data
per_tactic,external,empirical_bayes_vomm,Empirical-Bayes / Dirichlet-smoothed Variable-order Markov Model,proposed model,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"trusted tactic suffix up to 3, technique, then last tactic",posterior predictive next-tactic distribution,yes; no context meeting raw support threshold,credential-access,0,no_heldout_support,False,,,,,,,,,,,,,,,,,,0,descriptive only; below minimum per-tactic support
per_tactic,external,empirical_bayes_vomm,Empirical-Bayes / Dirichlet-smoothed Variable-order Markov Model,proposed model,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"trusted tactic suffix up to 3, technique, then last tactic",posterior predictive next-tactic distribution,yes; no context meeting raw support threshold,defense-evasion,3122,sufficient_support,True,0.984625,,0.992217,0.017171,0.008585,,,,,,,,,,,,,3122,local posterior updating requires clean local calibration data
per_tactic,external,empirical_bayes_vomm,Empirical-Bayes / Dirichlet-smoothed Variable-order Markov Model,proposed model,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"trusted tactic suffix up to 3, technique, then last tactic",posterior predictive next-tactic distribution,yes; no context meeting raw support threshold,discovery,288,sufficient_support,True,1.0,,1.0,0.015511,0.007756,,,,,,,,,,,,,288,local posterior updating requires clean local calibration data
per_tactic,external,empirical_bayes_vomm,Empirical-Bayes / Dirichlet-smoothed Variable-order Markov Model,proposed model,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"trusted tactic suffix up to 3, technique, then last tactic",posterior predictive next-tactic distribution,yes; no context meeting raw support threshold,execution,3176,sufficient_support,True,0.999685,,0.999843,0.00309,0.001545,,,,,,,,,,,,,3176,local posterior updating requires clean local calibration data
per_tactic,external,empirical_bayes_vomm,Empirical-Bayes / Dirichlet-smoothed Variable-order Markov Model,proposed model,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"trusted tactic suffix up to 3, technique, then last tactic",posterior predictive next-tactic distribution,yes; no context meeting raw support threshold,lateral-movement,0,no_heldout_support,False,,,,,,,,,,,,,,,,,,0,descriptive only; below minimum per-tactic support
per_tactic,external,empirical_bayes_vomm,Empirical-Bayes / Dirichlet-smoothed Variable-order Markov Model,proposed model,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"trusted tactic suffix up to 3, technique, then last tactic",posterior predictive next-tactic distribution,yes; no context meeting raw support threshold,persistence,120,sufficient_support,True,0.041667,,0.520833,0.859752,0.429876,,,,,,,,,,,,,120,local posterior updating requires clean local calibration data
per_tactic,external,empirical_bayes_vomm,Empirical-Bayes / Dirichlet-smoothed Variable-order Markov Model,proposed model,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,"trusted tactic suffix up to 3, technique, then last tactic",posterior predictive next-tactic distribution,yes; no context meeting raw support threshold,privilege-escalation,9,low_support_descriptive_only,False,,,,,,,,,,,,,0.222222,0.564815,0.382472,,,9,descriptive only; below minimum per-tactic support
aggregate,external,fallback_progression,Fixed Progression Fallback,ablation only,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,policy-defined ranked tactic suggestions,limited; normally forces a suggestion,,,,,0.013077,0.013588,0.013333,1.440587,0.720294,1.0,0.0,0.013077,0.049384,0.049384,0.049384,0.059261,,,,privilege-escalation,credential-access;lateral-movement,9788,"developer-defined heuristic, not a fitted probability model"
per_tactic,external,fallback_progression,Fixed Progression Fallback,ablation only,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,policy-defined ranked tactic suggestions,limited; normally forces a suggestion,command-and-control,3073,sufficient_support,True,0.0,,0.000814,1.414024,0.707012,,,,,,,,,,,,,3073,"developer-defined heuristic, not a fitted probability model"
per_tactic,external,fallback_progression,Fixed Progression Fallback,ablation only,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,policy-defined ranked tactic suggestions,limited; normally forces a suggestion,credential-access,0,no_heldout_support,False,,,,,,,,,,,,,,,,,,0,descriptive only; below minimum per-tactic support
per_tactic,external,fallback_progression,Fixed Progression Fallback,ablation only,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,policy-defined ranked tactic suggestions,limited; normally forces a suggestion,defense-evasion,3122,sufficient_support,True,0.015054,,0.015054,1.524515,0.762258,,,,,,,,,,,,,3122,"developer-defined heuristic, not a fitted probability model"
per_tactic,external,fallback_progression,Fixed Progression Fallback,ablation only,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,policy-defined ranked tactic suggestions,limited; normally forces a suggestion,discovery,288,sufficient_support,True,0.28125,,0.28125,1.105625,0.552813,,,,,,,,,,,,,288,"developer-defined heuristic, not a fitted probability model"
per_tactic,external,fallback_progression,Fixed Progression Fallback,ablation only,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,policy-defined ranked tactic suggestions,limited; normally forces a suggestion,execution,3176,sufficient_support,True,0.0,,0.0,1.415,0.7075,,,,,,,,,,,,,3176,"developer-defined heuristic, not a fitted probability model"
per_tactic,external,fallback_progression,Fixed Progression Fallback,ablation only,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,policy-defined ranked tactic suggestions,limited; normally forces a suggestion,lateral-movement,0,no_heldout_support,False,,,,,,,,,,,,,,,,,,0,descriptive only; below minimum per-tactic support
per_tactic,external,fallback_progression,Fixed Progression Fallback,ablation only,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,policy-defined ranked tactic suggestions,limited; normally forces a suggestion,persistence,120,sufficient_support,True,0.0,,0.0,1.415,0.7075,,,,,,,,,,,,,120,"developer-defined heuristic, not a fitted probability model"
per_tactic,external,fallback_progression,Fixed Progression Fallback,ablation only,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,last trusted tactic,policy-defined ranked tactic suggestions,limited; normally forces a suggestion,privilege-escalation,9,low_support_descriptive_only,False,,,,,,,,,,,,,0.0,0.0,0.743126,,,9,descriptive only; below minimum per-tactic support
aggregate,external,external_only,External-only Variable-order Transition Model,source ablation,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,trusted tactic/technique context,external Cowrie transition ranking,yes; unsupported external context,,,,,0.982019,0.999694,0.990856,0.019159,0.00958,1.0,0.0,0.982019,0.707762,0.707762,0.707762,0.80487,,,,privilege-escalation,credential-access;lateral-movement,9788,"external corpus is weak-labeled and may shift by protocol, configuration, or deployment"
per_tactic,external,external_only,External-only Variable-order Transition Model,source ablation,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,trusted tactic/technique context,external Cowrie transition ranking,yes; unsupported external context,command-and-control,3073,sufficient_support,True,0.998373,,0.999186,0.003088,0.001544,,,,,,,,,,,,,3073,"external corpus is weak-labeled and may shift by protocol, configuration, or deployment"
per_tactic,external,external_only,External-only Variable-order Transition Model,source ablation,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,trusted tactic/technique context,external Cowrie transition ranking,yes; unsupported external context,credential-access,0,no_heldout_support,False,,,,,,,,,,,,,,,,,,0,descriptive only; below minimum per-tactic support
per_tactic,external,external_only,External-only Variable-order Transition Model,source ablation,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,trusted tactic/technique context,external Cowrie transition ranking,yes; unsupported external context,defense-evasion,3122,sufficient_support,True,0.984625,,0.992152,0.017181,0.00859,,,,,,,,,,,,,3122,"external corpus is weak-labeled and may shift by protocol, configuration, or deployment"
per_tactic,external,external_only,External-only Variable-order Transition Model,source ablation,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,trusted tactic/technique context,external Cowrie transition ranking,yes; unsupported external context,discovery,288,sufficient_support,True,1.0,,1.0,0.014917,0.007458,,,,,,,,,,,,,288,"external corpus is weak-labeled and may shift by protocol, configuration, or deployment"
per_tactic,external,external_only,External-only Variable-order Transition Model,source ablation,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,trusted tactic/technique context,external Cowrie transition ranking,yes; unsupported external context,execution,3176,sufficient_support,True,0.999685,,0.999843,0.003069,0.001534,,,,,,,,,,,,,3176,"external corpus is weak-labeled and may shift by protocol, configuration, or deployment"
per_tactic,external,external_only,External-only Variable-order Transition Model,source ablation,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,trusted tactic/technique context,external Cowrie transition ranking,yes; unsupported external context,lateral-movement,0,no_heldout_support,False,,,,,,,,,,,,,,,,,,0,descriptive only; below minimum per-tactic support
per_tactic,external,external_only,External-only Variable-order Transition Model,source ablation,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,trusted tactic/technique context,external Cowrie transition ranking,yes; unsupported external context,persistence,120,sufficient_support,True,0.041667,,0.520833,0.862258,0.431129,,,,,,,,,,,,,120,"external corpus is weak-labeled and may shift by protocol, configuration, or deployment"
per_tactic,external,external_only,External-only Variable-order Transition Model,source ablation,evaluated,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,trusted tactic/technique context,external Cowrie transition ranking,yes; unsupported external context,privilege-escalation,9,low_support_descriptive_only,False,,,,,,,,,,,,,0.222222,0.5,0.382811,,,9,descriptive only; below minimum per-tactic support
aggregate,external,local_only,Local-only Variable-order Transition Model,source ablation,skipped,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,trusted tactic/technique context,deployment-local transition ranking,yes; insufficient or unsupported local context,,,,,,,,,,,,,,,,,,,,,,,local-only is not a valid source ablation for the external-corpus scope
aggregate,external,multinomial_logistic_regression,L2-regularized Multinomial Logistic Regression,optional classical ML baseline,skipped,privacy-minimized external Cowrie SSH classifier-derived weak-label sessions,one-hot tactic/technique suffix features and sequence length,softmax next-tactic distribution,not enabled without a calibrated threshold,,,,,,,,,,,,,,,,,,,,,,,scikit-learn is not installed; optional baseline skipped
aggregate,local,majority_class,Zero-order categorical / Majority Class Classifier,sanity baseline,skipped,local session payloads unavailable in public package,training-set next-tactic prevalence only,fixed categorical next-tactic distribution,no; predicts when training targets exist,,,,,,,,,,,,,,,,,,,,,,,no held-out session cases available
aggregate,local,first_order_markov,First-order Markov Chain (maximum likelihood),simple sequence baseline,skipped,local session payloads unavailable in public package,last trusted tactic,P(next tactic | last tactic),yes; unseen last-tactic context,,,,,,,,,,,,,,,,,,,,,,,no held-out session cases available
aggregate,local,current_hard_backoff,Current Hard-backoff Variable-order Markov Model,incumbent baseline,skipped,local session payloads unavailable in public package,"tactic suffix up to 3, then technique, then last tactic",current runtime ranking from one selected source,operationally replaced by fixed fallback,,,,,,,,,,,,,,,,,,,,,,,no held-out session cases available
aggregate,local,empirical_bayes_vomm,Empirical-Bayes / Dirichlet-smoothed Variable-order Markov Model,proposed model,skipped,local session payloads unavailable in public package,"trusted tactic suffix up to 3, technique, then last tactic",posterior predictive next-tactic distribution,yes; no context meeting raw support threshold,,,,,,,,,,,,,,,,,,,,,,,no held-out session cases available
aggregate,local,fallback_progression,Fixed Progression Fallback,ablation only,skipped,local session payloads unavailable in public package,last trusted tactic,policy-defined ranked tactic suggestions,limited; normally forces a suggestion,,,,,,,,,,,,,,,,,,,,,,,no held-out session cases available
aggregate,local,external_only,External-only Variable-order Transition Model,source ablation,skipped,local session payloads unavailable in public package,trusted tactic/technique context,external Cowrie transition ranking,yes; unsupported external context,,,,,,,,,,,,,,,,,,,,,,,no held-out session cases available
aggregate,local,local_only,Local-only Variable-order Transition Model,source ablation,skipped,local session payloads unavailable in public package,trusted tactic/technique context,deployment-local transition ranking,yes; insufficient or unsupported local context,,,,,,,,,,,,,,,,,,,,,,,no held-out session cases available
aggregate,local,multinomial_logistic_regression,L2-regularized Multinomial Logistic Regression,optional classical ML baseline,skipped,local session payloads unavailable in public package,one-hot tactic/technique suffix features and sequence length,softmax next-tactic distribution,not enabled without a calibrated threshold,,,,,,,,,,,,,,,,,,,,,,,no held-out session cases available
